stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,stop_short_name
100029,Legislature Terminus Bay C,48.41896799577359,-123.36894099934801,100029,0,,Legislature Terminus Bay C
100030,Oswego at Michigan (NB),48.4187389950948,-123.37711300022302,100030,0,,Oswego at Michigan (NB)
100031,Menzies at Simcoe (NB),48.415550995184496,-123.373693999587,100031,0,,Menzies at Simcoe (NB)
100032,Douglas at Fort (NB),48.424365995264004,-123.365305,100032,0,,Douglas at Fort (NB)
100033,Fort at Douglas (EB),48.42449499554701,-123.36456999951601,100033,0,,Fort at Douglas (EB)
100034,Douglas at Fort (SB),48.4249569953426,-123.365339000294,100034,0,,Douglas at Fort (SB)
100035,Fairfield at Quadra (WB),48.420205995091194,-123.360740000166,100035,0,,Fairfield at Quadra (WB)
100036,Menzies at Simcoe (SB),48.4149609958935,-123.374470999953,100036,0,,Menzies at Simcoe (SB)
100037,Douglas at Avalon (NB),48.4148689958624,-123.36629199949701,100037,0,,Douglas at Avalon (NB)
100039,Fairfield at Quadra (EB),48.4201819958727,-123.360993000081,100039,0,,Fairfield at Quadra (EB)
100040,Humboldt at Quadra (WB),48.418808995362006,-123.36106200010201,100040,0,,Humboldt at Quadra (WB)
100041,Humboldt at Quadra (EB),48.4186139953265,-123.361003000664,100041,0,,Humboldt at Quadra (EB)
100042,Douglas at View (SB),48.425741995291894,-123.36510800028302,100042,0,,Douglas at View (SB)
100043,Fairfield at Quadra (EB),48.419354995483296,-123.36026300052201,100043,0,,Fairfield at Quadra (EB)
100044,Oswego at St James (NB),48.417057995407,-123.37894199963401,100044,0,,Oswego at St James (NB)
100045,Fort at Blanshard (EB),48.424167995472196,-123.36181800019101,100045,0,,Fort at Blanshard (EB)
100046,Douglas at Avalon (SB),48.413573995736,-123.36726600000301,100046,0,,Douglas at Avalon (SB)
100047,Wharf at Yates (SB),48.4270859952688,-123.37048499987,100047,0,,Wharf at Yates (SB)
100048,Yates at Broad (WB),48.426435995446,-123.365694000374,100048,0,,Yates at Broad (WB)
100049,Niagara at Medana (WB),48.413681995514395,-123.375213000447,100049,0,,Niagara at Medana (WB)
100050,Government at Johnson (NB),48.4272209953428,-123.36722999954101,100050,0,,Government at Johnson (NB)
100051,Douglas at Yates (NB),48.4267019956418,-123.36465599960302,100051,0,,Douglas at Yates (NB)
100052,Niagara at Medana (EB),48.4135699956194,-123.375270000621,100052,0,,Niagara at Medana (EB)
100053,Johnson at Store (EB),48.42773999570829,-123.369684000459,100053,0,,Johnson at Store (EB)
100054,Niagara at Clarence (WB),48.4129859955061,-123.373735000226,100054,0,,Niagara at Clarence (WB)
100055,Johnson at Broad (EB),48.427246995940095,-123.365611999821,100055,0,,Johnson at Broad (EB)
100056,Fairfield at Vancouver (EB),48.4183589952561,-123.35864399949601,100056,0,,Fairfield at Vancouver (EB)
100058,Niagara at Clarence (EB),48.4128159958457,-123.373649999744,100058,0,,Niagara at Clarence (EB)
100059,Humboldt at Vancouver (EB),48.4173459951286,-123.35906500002201,100059,0,,Humboldt at Vancouver (EB)
100060,Humboldt at Vancouver (WB),48.417460995137695,-123.358953999364,100060,0,,Humboldt at Vancouver (WB)
100061,Gorge at Millgrove (EB),48.4465975778445,-123.39498879250301,100061,0,,Gorge at Millgrove (EB)
100062,Vancouver at Collinson (SB),48.4188809951053,-123.35820500007401,100062,0,,Vancouver at Collinson (SB)
100063,Johnson at Douglas (EB),48.4270489956605,-123.363961000283,100063,0,,Johnson at Douglas (EB)
100064,Fort at Quadra (EB),48.42388099568,-123.359202000451,100064,0,,Fort at Quadra (EB)
100065,Niagara at Government (WB),48.4122379950876,-123.372096999964,100065,0,,Niagara at Government (WB)
100068,Yates at Quadra (WB),48.425876995861294,-123.360565000341,100068,0,,Yates at Quadra (WB)
100069,Quadra at View (NB),48.424418995751296,-123.359495000644,100069,0,,Quadra at View (NB)
100070,Fairfield at Vancouver (EB),48.4181779951265,-123.357429999428,100070,0,,Fairfield at Vancouver (EB)
100071,University at Ring (NB),48.460111659377496,-123.314435285696,100071,0,,University at Ring (NB)
100072,Niagara at Government (EB),48.4119279957737,-123.371791000033,100072,0,,Niagara at Government (EB)
100073,Fairfield at Vancouver (WB),48.4183719958464,-123.357997999315,100073,0,,Fairfield at Vancouver (WB)
100074,Richardson at Vancouver (EB),48.4198299952889,-123.35726699955701,100074,0,,Richardson at Vancouver (EB)
100075,Richardson at Vancouver (WB),48.419958995434804,-123.35747099969501,100075,0,,Richardson at Vancouver (WB)
100076,Douglas at Pandora (NB),48.427708995439296,-123.36444899988601,100076,0,,Douglas at Pandora (NB)
100077,Pandora at Government (WB),48.4286019953533,-123.367531000181,100077,0,,Pandora at Government (WB)
100078,Douglas at Beacon (SB),48.411250995873196,-123.36857199947701,100078,0,,Douglas at Beacon (SB)
100079,Johnson at Blanshard (EB),48.426723995080295,-123.36124999997901,100079,0,,Johnson at Blanshard (EB)
100080,Douglas at Beacon (NB),48.411961995681295,-123.36800700058701,100080,0,,Douglas at Beacon (NB)
100082,Douglas at Cormorant (SB),48.4286749952441,-123.36456899995001,100082,0,,Douglas at Cormorant (SB)
100084,Pandora at Blanshard (WB),48.4279009955359,-123.36244999950101,100084,0,,Pandora at Blanshard (WB)
100085,Quadra at Johnson (NB),48.42614399512139,-123.35906100008201,100085,0,,Quadra at Johnson (NB)
100086,Erie at Dallas (WB),48.421578995543,-123.383289999326,100086,0,,Erie at Dallas (WB)
100089,Oswego at Dallas (NB),48.4145029958781,-123.381660999817,100089,0,,Oswego at Dallas (NB)
100090,Niagara at Douglas (EB),48.410625995731095,-123.36897499931801,100090,0,,Niagara at Douglas (EB)
100091,Fairfield at Cook (WB),48.4181529958639,-123.356218999894,100091,0,,Fairfield at Cook (WB)
100092,Fairfield at Cook (EB),48.4179999953142,-123.35574599933801,100092,0,,Fairfield at Cook (EB)
100093,Johnson at Quadra (EB),48.426458995948195,-123.35860399986201,100093,0,,Johnson at Quadra (EB)
100094,Richardson at Cook (WB),48.4197369953409,-123.355444000613,100094,0,,Richardson at Cook (WB)
100095,Cook at Fairfield (SB),48.41824899542,-123.355389999443,100095,0,,Cook at Fairfield (SB)
100096,Cook at Richardson (SB),48.419422995479,-123.35512200045201,100096,0,,Cook at Richardson (SB)
100097,Esquimalt at Tyee (WB),48.4288159957483,-123.37795000022201,100097,0,,Esquimalt at Tyee (WB)
100099,Esquimalt at Tyee (EB),48.428645995678096,-123.37799800032602,100099,0,,Esquimalt at Tyee (EB)
100100,Cook at Fairfield (NB),48.4183499950754,-123.355176999641,100100,0,,Cook at Fairfield (NB)
100101,Quadra at Pandora (SB),48.4272709958307,-123.359036999964,100101,0,,Quadra at Pandora (SB)
100102,Cook at Oscar (SB),48.416042995454596,-123.355956000674,100102,0,,Cook at Oscar (SB)
100105,Cook at Richardson (NB),48.419856995678494,-123.35481100057801,100105,0,,Cook at Richardson (NB)
100106,Yates at Vancouver (WB),48.425501995539,-123.35714499979301,100106,0,,Yates at Vancouver (WB)
100108,East Sooke at Llanilar (NB),48.3664155983425,-123.684048660696,100108,0,,East Sooke at Llanilar (NB)
100109,Richardson at Cook (EB),48.4195189955258,-123.35442399940801,100109,0,,Richardson at Cook (EB)
100110,Dallas at Simcoe (SB),48.421116995886194,-123.38551700063701,100110,0,,Dallas at Simcoe (SB)
100111,Dallas at Niagara (SB),48.4186289953909,-123.385389000266,100111,0,,Dallas at Niagara (SB)
100112,Cook at Rockland (SB),48.4218809959175,-123.35450399958201,100112,0,,Cook at Rockland (SB)
100113,Cook at Southgate (NB),48.4161289958666,-123.35570300051602,100113,0,,Cook at Southgate (NB)
100115,Cook at Pandora (SB),48.4273569956817,-123.353344999589,100115,0,,Cook at Pandora (SB)
100116,Dallas at Montreal (SB),48.4166309954081,-123.385076000534,100116,0,,Dallas at Montreal (SB)
100117,Cook at Oxford (SB),48.4140019955575,-123.356877999871,100117,0,,Cook at Oxford (SB)
100118,Quadra at Mason (NB),48.4278824748913,-123.35889014417,100118,0,,Quadra at Mason (NB)
100120,Cook at Sutlej (NB),48.414368995724594,-123.356471000482,100120,0,,Cook at Sutlej (NB)
100121,Cook at Rockland (NB),48.4223079957036,-123.354186000146,100121,0,,Cook at Rockland (NB)
100122,Cook at Meares (SB),48.4230799959543,-123.354205999472,100122,0,,Cook at Meares (SB)
100123,Fairfield at Trutch (EB),48.4174659952577,-123.35374800045601,100123,0,,Fairfield at Trutch (EB)
100124,Fairfield at Trutch (WB),48.4175899955168,-123.353749999562,100124,0,,Fairfield at Trutch (WB)
100125,Johnson at Vancouver (EB),48.4261709954785,-123.355899000471,100125,0,,Johnson at Vancouver (EB)
100126,Fort at Cook (EB),48.4232719959566,-123.35345999956,100126,0,,Fort at Cook (EB)
100127,Yates at Cook (WB),48.425245995293196,-123.35470399937302,100127,0,,Yates at Cook (WB)
100128,Cook at Fort (NB),48.423605995595594,-123.353903000119,100128,0,,Cook at Fort (NB)
100129,Pandora at Quadra (WB),48.4275470141548,-123.358751259566,100129,0,,Pandora at Quadra (WB)
100130,May at Cook (WB),48.4122489950733,-123.357076999366,100130,0,,May at Cook (WB)
100131,May at Cook (EB),48.4121189953894,-123.35693700011501,100131,0,,May at Cook (EB)
100132,Douglas at Discovery (SB),48.4321569956553,-123.36468699932801,100132,0,,Douglas at Discovery (SB)
100133,Quadra at Balmoral (NB),48.4292299952254,-123.358712000227,100133,0,,Quadra at Balmoral (NB)
100134,Esquimalt at Sitkum (WB),48.4301219951428,-123.38046499981401,100134,0,,Esquimalt at Sitkum (WB)
100135,Quadra at North Park (SB),48.4296099957014,-123.358888999816,100135,0,,Quadra at North Park (SB)
100136,Metchosin at Cotlow (NB),48.4144525327798,-123.483313388403,100136,0,,Metchosin at Cotlow (NB)
100137,Fairfield at Linden (WB),48.4171029956289,-123.352471000292,100137,0,,Fairfield at Linden (WB)
100138,Richardson at Linden (WB),48.4193519958098,-123.35183699976201,100138,0,,Richardson at Linden (WB)
100139,Richardson at Linden (EB),48.4191689953562,-123.35116899965901,100139,0,,Richardson at Linden (EB)
100141,Fairfield at Linden (EB),48.4167309954555,-123.35184500036002,100141,0,,Fairfield at Linden (EB)
100143,Johnson at Cook (EB),48.42582099547629,-123.35273400047402,100143,0,,Johnson at Cook (EB)
100144,Cook at Johnson (NB),48.426219995142695,-123.353297999888,100144,0,,Cook at Johnson (NB)
100145,Quadra at Caledonia (SB),48.4305309958625,-123.358746999987,100145,0,,Quadra at Caledonia (SB)
100146,Douglas at Discovery (NB),48.4321719954974,-123.36447199954101,100146,0,,Douglas at Discovery (NB)
100147,Quadra at Caledonia (NB),48.430582995825404,-123.358527000658,100147,0,,Quadra at Caledonia (NB)
100148,Esquimalt at Catherine (WB),48.4304649954167,-123.38523700007501,100148,0,,Esquimalt at Catherine (WB)
100149,Tyee at Wilson (SB),48.4310273656906,-123.37870669252901,100149,0,,Tyee at Wilson (SB)
100150,Pandora at Cook (WB),48.4272489954502,-123.35383099954201,100150,0,,Pandora at Cook (WB)
100151,Wilson 100 block (WB),48.431471995797295,-123.37928500029402,100151,0,,Wilson 100 block (WB)
100152,Bay at Wilson (WB),48.4326159955773,-123.382765999372,100152,0,,Bay at Wilson (WB)
100153,Fort at Linden (EB),48.4229329957658,-123.350239000653,100153,0,,Fort at Linden (EB)
100154,Metchosin at Kenning (SB),48.4139322987706,-123.48356054415501,100154,0,,Metchosin at Kenning (SB)
100155,May at Linden (WB),48.4118769951393,-123.353714000685,100155,0,,May at Linden (WB)
100156,May at Linden (EB),48.41180299537619,-123.35398300026002,100156,0,,May at Linden (EB)
100157,Swartz Bay Passenger Loop,48.6880014248094,-123.41214758758701,100157,0,,Swartz Bay Passenger Loop
100158,Langford Parkway at Lakepoint Bay F (EB),48.445103504461,-123.53357023251701,100158,0,,Langford Parkway at Lakepoint Bay F (EB)
100159,Johnson at Chambers (EB),48.4255849955712,-123.350223000177,100159,0,,Johnson at Chambers (EB)
100160,Cook at Balmoral (NB),48.4287220509646,-123.35299113385801,100160,0,,Cook at Balmoral (NB)
100161,Esquimalt at Catherine (EB),48.4303159959164,-123.38309300012901,100161,0,,Esquimalt at Catherine (EB)
100162,Fairfield at Cornwall (SB),48.4155489954404,-123.349371000239,100162,0,,Fairfield at Cornwall (SB)
100163,May at Wellington (EB),48.411540995366,-123.351547000317,100163,0,,May at Wellington (EB)
100164,Fairfield at Moss (NB),48.415532995891596,-123.34906899942,100164,0,,Fairfield at Moss (NB)
100165,Yates at Ormond (WB),48.42467699588501,-123.34887899935602,100165,0,,Yates at Ormond (WB)
100166,Quadra at Princess (SB),48.4328239953132,-123.35844300003001,100166,0,,Quadra at Princess (SB)
100167,Richardson at Moss (EB),48.4187709957428,-123.34756200038301,100167,0,,Richardson at Moss (EB)
100168,Linden at Faithful (NB),48.40975399521089,-123.35379800021,100168,0,,Linden at Faithful (NB)
100169,Pandora at Chambers (WB),48.4271359955476,-123.35005199963202,100169,0,,Pandora at Chambers (WB)
100170,Bay at Turner (EB),48.4348359953748,-123.37539700006602,100170,0,,Bay at Turner (EB)
100171,Quadra at Princess (NB),48.43319399548339,-123.35817199978001,100171,0,,Quadra at Princess (NB)
100172,Cook at Caledonia (SB),48.4302259956743,-123.352993000666,100172,0,,Cook at Caledonia (SB)
100173,Wilson at Bay (EB),48.4327999959855,-123.382735000246,100173,0,,Wilson at Bay (EB)
100174,Richardson at Robleda (WB),48.4188619951794,-123.347114000485,100174,0,,Richardson at Robleda (WB)
100175,Bay at Turner (WB),48.435063995680004,-123.374881000651,100175,0,,Bay at Turner (WB)
100176,Wilson at Alston (WB),48.4329309953524,-123.382808999814,100176,0,,Wilson at Alston (WB)
100177,Douglas at Bay (SB),48.4352899959109,-123.36531900027501,100177,0,,Douglas at Bay (SB)
100178,Douglas at Bay (NB),48.4346816682694,-123.364755057439,100178,0,,Douglas at Bay (NB)
100179,Cook at Caledonia (NB),48.430697995924696,-123.35271799997201,100179,0,,Cook at Caledonia (NB)
100180,Bay at Rock Bay (EB),48.435816995712,-123.369339999553,100180,0,,Bay at Rock Bay (EB)
100181,Johnson at Camosun (EB),48.425457995177894,-123.34786200050601,100181,0,,Johnson at Camosun (EB)
100182,Tyee at Bay (WB),48.4341009951859,-123.38095599993102,100182,0,,Tyee at Bay (WB)
100183,Bay at Rock Bay (WB),48.4359179959243,-123.36846900037101,100183,0,,Bay at Rock Bay (WB)
100184,May at Moss (WB),48.41149299536669,-123.35011300000401,100184,0,,May at Moss (WB)
100185,Bay at Douglas (WB),48.4357979953821,-123.36598100029902,100185,0,,Bay at Douglas (WB)
100186,Tyee at Langford (EB),48.434128995794104,-123.38134000003402,100186,0,,Tyee at Langford (EB)
100187,Fort at Fernwood (EB),48.423363995888096,-123.346080000384,100187,0,,Fort at Fernwood (EB)
100188,Wilson at Mary (EB),48.4328149952264,-123.385542000273,100188,0,,Wilson at Mary (EB)
100189,Wilson at Mary (WB),48.43294399551559,-123.385783999776,100189,0,,Wilson at Mary (WB)
100190,May at Moss (EB),48.4113009952992,-123.349410000421,100190,0,,May at Moss (EB)
100191,Yates at Fernwood (WB),48.424600995105,-123.34626100058502,100191,0,,Yates at Fernwood (WB)
100192,Dallas at Wellington (WB),48.4071679954554,-123.353667000631,100192,0,,Dallas at Wellington (WB)
100193,Quadra at Empress (SB),48.435022995617594,-123.35814600062001,100193,0,,Quadra at Empress (SB)
100194,Fernwood at Yates (NB),48.4240759956764,-123.34546499958101,100194,0,,Fernwood at Yates (NB)
100195,Douglas at HIllside (SB),48.43867375239349,-123.36727530435401,100195,0,,Douglas at HIllside (SB)
100196,Cook at Princess (SB),48.432401995156596,-123.35271099953701,100196,0,,Cook at Princess (SB)
100197,Esquimalt at Maitland (EB),48.4306169957105,-123.389795999605,100197,0,,Esquimalt at Maitland (EB)
100198,Douglas at Kings (NB),48.437066995281896,-123.366092000039,100198,0,,Douglas at Kings (NB)
100199,Richardson at Kipling (EB),48.4166159954883,-123.344399999526,100199,0,,Richardson at Kipling (EB)
100200,May at Olive (WB),48.4112519956531,-123.348036999745,100200,0,,May at Olive (WB)
100201,May at Joseph (EB),48.411129995451006,-123.34783899946201,100201,0,,May at Joseph (EB)
100202,Richardson at Kipling (WB),48.4167449959089,-123.344355999678,100202,0,,Richardson at Kipling (WB)
100203,Fernwood at Johnson (NB),48.425760995184596,-123.345349000219,100203,0,,Fernwood at Johnson (NB)
100204,Esquimalt at Maitland (WB),48.430840192980796,-123.39024181257801,100204,0,,Esquimalt at Maitland (WB)
100205,Fairfield at Kipling (NB),48.413998995504,-123.345639999946,100205,0,,Fairfield at Kipling (NB)
100206,Cook at Princess (NB),48.4330179953349,-123.352438999864,100206,0,,Cook at Princess (NB)
100207,Fernwood at Rudlin (SB),48.4258489954823,-123.345521999862,100207,0,,Fernwood at Rudlin (SB)
100208,Quadra at Bay (NB),48.4355709951219,-123.357979999602,100208,0,,Quadra at Bay (NB)
100209,Pandora at Fernwood (WB),48.4269189956705,-123.345861999597,100209,0,,Pandora at Fernwood (WB)
100210,Fairfield at Kipling (SB),48.413673995196,-123.345515999445,100210,0,,Fairfield at Kipling (SB)
100211,Johnson at Fernwood (EB),48.425394995228,-123.34497500049001,100211,0,,Johnson at Fernwood (EB)
100212,Fort at Elford (EB),48.4249339958879,-123.341291999458,100212,0,,Fort at Elford (EB)
100213,George at Moss (WB),48.40817499593349,-123.350298999751,100213,0,,George at Moss (WB)
100214,Fernwood at Pandora (NB),48.4272149955022,-123.345247999585,100214,0,,Fernwood at Pandora (NB)
100215,Skinner at Catherine (EB),48.4355109959723,-123.384409000112,100215,0,,Skinner at Catherine (EB)
100216,Fernwood at Grant (SB),48.4283739951417,-123.34539900021701,100216,0,,Fernwood at Grant (SB)
100217,Eberts at May (SB),48.410636995159095,-123.346304999688,100217,0,,Eberts at May (SB)
100218,Gorge Rd E at David (EB),48.438543995981696,-123.36809600054102,100218,0,,Gorge at David (EB)
100219,Skinner at Catherine (WB),48.435653995087094,-123.385338000062,100219,0,,Skinner at Catherine (WB)
100220,Hillside at Ross (WB),48.4385899951559,-123.36578600028301,100220,0,,Hillside at Ross (WB)
100221,Moss at Point (SB),48.4063479953947,-123.351122000299,100221,0,,Moss at Point (SB)
100222,May at Eberts (EB),48.410906995675695,-123.34583599983401,100222,0,,May at Eberts (EB)
100223,Gorge Rd E at David (WB),48.4387419954183,-123.368200000363,100223,0,,Gorge at David (WB)
100224,Fort at Stanley (WB),48.424599995755,-123.34274899933101,100224,0,,Fort at Stanley (WB)
100225,Wilson at Dalton (EB),48.432525995616096,-123.39120200052601,100225,0,,Wilson at Dalton (EB)
100226,Cook at Empress (SB),48.4345969957485,-123.352429999814,100226,0,,Cook at Empress (SB)
100227,Fernwood at Grant (NB),48.428864995744696,-123.345169999886,100227,0,,Fernwood at Grant (NB)
100228,Johnson at Stanley (NB),48.4258449952899,-123.343174000594,100228,0,,Johnson at Stanley (NB)
100229,Wilson at Dalton (WB),48.432663995767896,-123.39120500051001,100229,0,,Wilson at Dalton (WB)
100230,Bushby at Joseph (WB),48.4083569951707,-123.34786700067201,100230,0,,Bushby at Joseph (WB)
100231,Esquimalt at Barnard (EB),48.4313029955137,-123.393217999365,100231,0,,Esquimalt at Barnard (EB)
100232,Eberts at Bushby (SB),48.409108995827005,-123.346669999661,100232,0,,Eberts at Bushby (SB)
100233,Quadra at Kings (SB),48.437665995420005,-123.358793999814,100233,0,,Quadra at Kings (SB)
100234,Quadra at Kings (NB),48.4379029952231,-123.35861100055001,100234,0,,Quadra at Kings (NB)
100235,Cook at Bay (NB),48.4352189959096,-123.352164999961,100235,0,,Cook at Bay (NB)
100236,Fairfield at Memorial (NB),48.4123079959399,-123.343396000045,100236,0,,Fairfield at Memorial (NB)
100237,Hillside at Dowler (EB),48.438962995220095,-123.36239100026201,100237,0,,Hillside at Dowler (EB)
100238,Memorial at May (SB),48.411542995230896,-123.343857000422,100238,0,,Memorial at May (SB)
100240,Fernwood at Gladstone (SB),48.430263995673194,-123.34524499976901,100240,0,,Fernwood at Gladstone (SB)
100241,Fairfield at Memorial (SB),48.41213969906119,-123.343405176838,100241,0,,Fairfield at Memorial (SB)
100242,Esquimalt at Dominion (WB),48.4317519958681,-123.394053000146,100242,0,,Esquimalt at Dominion (WB)
100243,Memorial at Fairfield (NB),48.411815995181094,-123.343432000321,100243,0,,Memorial at Fairfield (NB)
100244,Richardson at Arnold (WB),48.4164212235221,-123.34139659646901,100244,0,,Richardson at Arnold (WB)
100245,Fernwood at Gladstone (NB),48.4306619959388,-123.34503399968,100245,0,,Fernwood at Gladstone (NB)
100246,Gorge Rd E at Rock Bay (WB),48.4397199951572,-123.370751999526,100246,0,,Gorge at Rock Bay (WB)
100247,Strandlund at Peatt (SB),48.4556559958424,-123.49627099953,100247,0,,Strandlund at Peatt (SB)
100248,Pandora at Johnson (WB),48.4267939954023,-123.342144999574,100248,0,,Pandora at Johnson (WB)
100249,Richardson at Stannard (EB),48.4161839957469,-123.340417999618,100249,0,,Richardson at Stannard (EB)
100250,Cook at Haultain (SB),48.4361479957637,-123.352276000545,100250,0,,Cook at Haultain (SB)
100251,Dunsmuir at Esquimalt (NB),48.4316599953892,-123.394758999366,100251,0,,Dunsmuir at Esquimalt (NB)
100252,Dunsmuir at Garrett (EB),48.430294995885795,-123.396173000234,100252,0,,Dunsmuir at Garrett (EB)
100253,Fernwood at Pembroke (NB),48.4315319954669,-123.345029999649,100253,0,,Fernwood at Pembroke (NB)
100254,Gorge Rd E at Garbally (EB),48.4403179955381,-123.37272000016802,100254,0,,Gorge at Garbally (EB)
100256,Gorge Rd E at Garbally (WB),48.440325995229195,-123.372273000174,100256,0,,Gorge at Garbally (WB)
100257,Quadra at Hillside (SB),48.4391039958661,-123.35919500022801,100257,0,,Quadra at Hillside (SB)
100258,Begbie at Elford (WB),48.42759340828739,-123.341223532648,100258,0,,Begbie at Elford (WB)
100259,Dunsmuir at Garrett (WB),48.430190995934005,-123.39676200029801,100259,0,,Dunsmuir at Garrett (WB)
100260,Cook at Haultain (NB),48.4367129950762,-123.352002999527,100260,0,,Cook at Haultain (NB)
100261,Hillside at Quadra (WB),48.4394509955705,-123.359742000114,100261,0,,Hillside at Quadra (WB)
100262,Pandora at Elford (EB),48.426566995413204,-123.340831999657,100262,0,,Pandora at Elford (EB)
100263,Old Esquimalt at Viewfield (EB),48.432879272699,-123.394479252092,100263,0,,Old Esquimalt at Viewfield (EB)
100264,Fernwood at Centre (SB),48.432206995327604,-123.3451709997,100264,0,,Fernwood at Centre (SB)
100265,Begbie at Elford (EB),48.427544995795,-123.340893999939,100265,0,,Begbie at Elford (EB)
100266,Hillside at Fifth (EB),48.4394749957541,-123.358167000346,100266,0,,Hillside at Fifth (EB)
100267,Head at Paradise (NB),48.428048995457594,-123.399052999636,100267,0,,Head at Paradise (NB)
100268,Head at Paradise (SB),48.42789199523919,-123.39927600006601,100268,0,,Head at Paradise (SB)
100269,Fairfield at Arnold (WB),48.4120649958785,-123.34103600060601,100269,0,,Fairfield at Arnold (WB)
100270,Gore at Lyall (EB),48.4264809956872,-123.40020000041301,100270,0,,Gore at Lyall (EB)
100271,Quadra at Market (NB),48.440054995271595,-123.359239999545,100271,0,,Quadra at Market (NB)
100272,Old Esquimalt at Viewfield (WB),48.433016995130295,-123.39495099970901,100272,0,,Old Esquimalt at Viewfield (WB)
100273,Craigflower at Pine (SB),48.436947995222,-123.38857500048601,100273,0,,Craigflower at Pine (SB)
100274,Gore at Lyall (WB),48.4264779951993,-123.40050900059201,100274,0,,Gore at Lyall (WB)
100275,Dunsmuir at Head (EB),48.4293099959596,-123.398727999534,100275,0,,Dunsmuir at Head (EB)
100276,Esquimalt 830 block (WB),48.431848995939,-123.397028000022,100276,0,,Esquimalt 830 block (WB)
100277,Dunsmuir at Head (WB),48.429281995681,-123.399193999664,100277,0,,Dunsmuir at Head (WB)
100278,Hillside at Graham (WB),48.439793995502896,-123.35681299984601,100278,0,,Hillside at Graham (WB)
100279,Fairfield at Stannard (EB),48.4122481089085,-123.339671770363,100279,0,,Fairfield at Stannard (EB)
100280,Hillside at Graham (EB),48.439770995416794,-123.35601400058401,100280,0,,Hillside at Graham (EB)
100281,Craigflower at Belton (NB),48.437418995834804,-123.388818999511,100281,0,,Craigflower at Belton (NB)
100282,Langford Parkway at Lakepoint Bay E (WB),48.445454309327,-123.53243462676001,100282,0,,Langford Parkway at Lakepoint Bay E (WB)
100283,Esquimalt 850 block (EB),48.4315259953953,-123.397926999671,100283,0,,Esquimalt 850 block (EB)
100284,Richardson at St Charles (WB),48.4162389957873,-123.33805200050301,100284,0,,Richardson at St Charles (WB)
100285,Fernwood at Bay (SB),48.4342529951913,-123.34509499949,100285,0,,Fernwood at Bay (SB)
100286,Fort at Belmont (EB),48.425909995614795,-123.338274000217,100286,0,,Fort at Belmont (EB)
100287,Legislature Terminus Bay G,48.418576446857294,-123.368813750274,100287,0,,Legislature Terminus Bay G
100288,Gorge Rd E at Jutland (EB),48.4415199958855,-123.37584100011202,100288,0,,Gorge at Jutland (EB)
100289,Fernwood at Bay (NB),48.4343369951582,-123.34487700065701,100289,0,,Fernwood at Bay (NB)
100290,Burnside Rd E at Dunedin (EB),48.442037995443,-123.369550000419,100290,0,,Burnside at Dunedin (EB)
100291,Douglas at Summit (SB),48.4423649956171,-123.369341999883,100291,0,,Douglas at Summit (SB)
